row_id,status,endpoint,value_nm,relation_nm,p_activity,p_relation,chemical_group,assay_group,reason,chemical_id,assay_id,source_activity_id,canonical_smiles
ACT-0011,eligible,IC50,37.2,=,7.429457060118103,=,CHEM-22c855a70e723bb5,CHEMBL5736732|IC50,source-verified exact IC50 in declared historical assay; not current engagement,CHEMBL5894084,CHEMBL5736732,28327145,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN)C5)ncc3F)cc2n1C(C)C
ACT-0012,eligible,IC50,38.2,=,7.4179366370882915,=,CHEM-64eab3a212832cda,CHEMBL5736732|IC50,source-verified exact IC50 in declared historical assay; not current engagement,CHEMBL5935222,CHEMBL5736732,28327154,COC(=O)CN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1
ACT-0013,eligible,IC50,7.34,=,8.13430394008393,=,CHEM-458d80f9007129f4,CHEMBL5736732|IC50,source-verified exact IC50 in declared historical assay; not current engagement,CHEMBL5994315,CHEMBL5736732,28327163,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(=O)O)C5)ncc3F)cc2n1C(C)C
ACT-0014,eligible,IC50,128.0,=,6.892790030352131,=,CHEM-55b7f9a3042847ed,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5956369,CHEMBL5736732,28327172,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CCCC1
ACT-0015,eligible,IC50,14.8,=,7.8297382846050425,=,CHEM-f51d2549d518b7cc,CHEMBL5736732|IC50,source-verified exact IC50 in declared historical assay; not current engagement,CHEMBL4206061,CHEMBL5736732,28327190,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN4CCN(C)CC4)C5)ncc3F)cc2n1C(C)C
ACT-0016,eligible,IC50,31.1,=,7.507239610973162,=,CHEM-d00b9cdd8c9b6552,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5763679,CHEMBL5736732,28327199,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN4CCOCC4)C5)ncc3F)cc2n1C(C)C
ACT-0017,eligible,IC50,57.9,=,7.2373214362725635,=,CHEM-b39d5eb4ea77de19,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5784667,CHEMBL5736732,28327208,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C(C)N(C)C)C5)ncc3F)cc2n1C(C)C
ACT-0018,eligible,IC50,37.2,=,7.429457060118103,=,CHEM-e843b7dc899933cb,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5833493,CHEMBL5736732,28327217,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CC(C)(C)O)C5)ncc3F)cc2n1C(C)C
ACT-0019,eligible,IC50,151.0,=,6.821023052706831,=,CHEM-a96cfa7820d6773b,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5775992,CHEMBL5736732,28327226,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C(C)(C)N(C)C)C5)ncc3F)cc2n1C(C)C
ACT-0020,eligible,IC50,143.0,=,6.844663962534938,=,CHEM-d456bfa6d73e3741,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL6021833,CHEMBL5736732,28327235,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CC1
ACT-0021,eligible,IC50,304.0,=,6.517126416391246,=,CHEM-3c105ed6220c0073,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5932825,CHEMBL5736732,28327244,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0022,eligible,IC50,154.0,=,6.8124792791635365,=,CHEM-05d9af55d78ffc8e,CHEMBL5736732|IC50,source-verified exact IC50 in declared historical assay; not current engagement,CHEMBL6012656,CHEMBL5736732,28327253,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN4CCOCC4)C5)ncc3F)cc2n1C1CC1
ACT-0023,eligible,IC50,20.4,=,7.690369832574101,=,CHEM-d710cd5be1fda1ef,CHEMBL5736732|IC50,source-verified exact IC50 in declared historical assay; not current engagement,CHEMBL5899535,CHEMBL5736732,28327262,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CC(O)C4)C5)ncc3F)cc2n1C(C)C
ACT-0024,eligible,IC50,65.5,=,7.183758700008217,=,CHEM-90b5205c34268e91,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5941223,CHEMBL5736732,28327280,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CCC(C)CC1
ACT-0025,eligible,IC50,89.7,=,7.047207556955907,=,CHEM-ffa7837c7d28c9d4,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5970937,CHEMBL5736732,28327289,CNCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CCC(C)CC6)c5c4)n3)ccc2C1
ACT-0026,eligible,IC50,87.60000000000001,=,7.057495893831919,=,CHEM-4147b7d1e9b6dd4a,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5943083,CHEMBL5736732,28327298,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCC(C)CC1
ACT-0027,eligible,IC50,281.0,=,6.55129368009492,=,CHEM-a56999a5bbf668d2,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5832188,CHEMBL5736732,28327307,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCCCC1
ACT-0028,eligible,IC50,413.0,=,6.384049948343598,=,CHEM-a8be0a1eed8018e6,CHEMBL5736732|IC50,source-verified exact IC50 in declared historical assay; not current engagement,CHEMBL6044246,CHEMBL5736732,28327316,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(=O)N(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0029,eligible,IC50,32.3,=,7.490797477668897,=,CHEM-1cf94792d5604073,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5947385,CHEMBL5736732,28327325,C=CC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1
ACT-0030,eligible,IC50,40.6,=,7.391473966422806,=,CHEM-867bcdf438f38f16,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5976927,CHEMBL5736732,28327343,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CC(N)C4)C5)ncc3F)cc2n1C(C)C
ACT-0031,context_only,IC50,3330.0,>,5.47755576649368,<,CHEM-0d777b2e653f545f,CHEMBL5736732|IC50,"censored assay-specific threshold; not an exact regression label; potential_duplicate flag retained, not proof of reingestion",CHEMBL5881472,CHEMBL5736732,28327352,Cc1nc2c(C(F)(F)F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C(C)C
ACT-0032,eligible,IC50,84.3,=,7.074172425375258,=,CHEM-f2ddede2d417e675,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL6019056,CHEMBL5736732,28327361,CNC1CC(C(=O)N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)C1
ACT-0033,eligible,IC50,122.0,=,6.913640169325252,=,CHEM-0fda888fc7843856,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5870326,CHEMBL5736732,28327370,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCN(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0034,eligible,IC50,54.1,=,7.266802734893431,=,CHEM-c42ace1f16c0a32e,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5976683,CHEMBL5736732,28327379,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCN(C)C)C5)ncc3F)cc2n1C(C)C
ACT-0035,eligible,IC50,710.0,=,6.1487416512809245,=,CHEM-e9ce37bc38208f7d,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5999796,CHEMBL5736732,28327388,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0036,eligible,IC50,346.0,=,6.460923901207224,=,CHEM-b9e68883d0727350,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5774515,CHEMBL5736732,28327397,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)OCCN(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0037,eligible,IC50,559.0,=,6.252588192113577,=,CHEM-2c2b1fa8ad828b3b,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5832698,CHEMBL5736732,28327406,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0038,eligible,IC50,91.0,=,7.040958607678906,=,CHEM-81ae07e81d2d15fe,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5884004,CHEMBL5736732,28327415,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0039,eligible,IC50,28.2,=,7.549750891680639,=,CHEM-6059783a0a67ac07,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5894670,CHEMBL5736732,28327424,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCO)C5)ncc3F)cc2n1C(C)C
ACT-0040,eligible,IC50,334.0,=,6.476253533188435,=,CHEM-5a2820b23dfd180d,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5950277,CHEMBL5736732,28327433,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCO)C5)ncc3F)cc2n1C1CC1
ACT-0041,eligible,IC50,129.0,=,6.889410289700751,=,CHEM-a27e4896ea12296f,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5879318,CHEMBL5736732,28327442,CNCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CCC6)c5c4)n3)ccc2C1
ACT-0042,eligible,IC50,700.0,=,6.154901959985743,=,CHEM-e25cbad1cc1881db,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL4455210,CHEMBL5736732,28327451,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0043,eligible,IC50,294.0,=,6.531652669587842,=,CHEM-138873071d197575,CHEMBL5736732|IC50,source-verified exact IC50 in declared historical assay; not current engagement,CHEMBL5883845,CHEMBL5736732,28327469,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCC1
ACT-0044,eligible,IC50,79.4,=,7.100179497572904,=,CHEM-4b33bf5787d98ea0,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5888788,CHEMBL5736732,28327478,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1CC1CC1
ACT-0045,eligible,IC50,364.0,=,6.438898616350944,=,CHEM-d62a2bd77657c731,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5950426,CHEMBL5736732,28327487,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)N(C)CCN(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0046,eligible,IC50,28.3,=,7.548213564475709,=,CHEM-fbe8d9652d52d92a,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5856237,CHEMBL5736732,28327496,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C(C)C
ACT-0047,eligible,IC50,47.7,=,7.3214816209598865,=,CHEM-eb0fd52652b3924f,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL4448494,CHEMBL5736732,28327505,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C
ACT-0048,context_only,IC50,1020.0,>,5.991399828238082,<,CHEM-83341101180dffc5,CHEMBL5736732|IC50,censored assay-specific threshold; not an exact regression label,CHEMBL6047483,CHEMBL5736732,28327514,Cc1nc2c(O)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0049,context_only,IC50,3470.0,>,5.459670525209127,<,CHEM-ce18f92d647109d9,CHEMBL5736732|IC50,"censored assay-specific threshold; not an exact regression label; potential_duplicate flag retained, not proof of reingestion",CHEMBL6014795,CHEMBL5736732,28327523,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CCCN4)C5)ncc3F)cc2n1C1CC1
ACT-0050,eligible,IC50,661.0,=,6.17979854051436,=,CHEM-6e9b5647f8c2c6a2,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5787921,CHEMBL5736732,28327532,CN[C@H](C)C(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1
ACT-0051,eligible,IC50,212.0,=,6.673664139071248,=,CHEM-7bf704c8c2dcf678,CHEMBL5736732|IC50,source-verified exact IC50 in declared historical assay; not current engagement,CHEMBL6038282,CHEMBL5736732,28327541,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H]4CCCN4)C5)ncc3F)cc2n1C1CC1
ACT-0052,eligible,IC50,54.9,=,7.260427655549908,=,CHEM-8d155f981d2045bb,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL4466497,CHEMBL5736732,28327559,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C
ACT-0053,eligible,IC50,1490.0,=,5.826813731587726,=,CHEM-264728d7229f594d,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5757213,CHEMBL5736732,28327568,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCCN(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0054,eligible,IC50,167.0,=,6.777283528852417,=,CHEM-27a09ca08693a327,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL4463716,CHEMBL5736732,28327577,C#CCN(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1
ACT-0055,eligible,IC50,110.0,=,6.958607314841775,=,CHEM-ae3c55624dbbc52e,CHEMBL5736732|IC50,source-verified exact IC50 in declared historical assay; not current engagement,CHEMBL5774473,CHEMBL5736732,28327586,C#CCN1CCC(N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)C1
ACT-0056,eligible,IC50,371.0,=,6.430626090384954,=,CHEM-6bb9aa4811bbcb02,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5754925,CHEMBL5736732,28327595,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H](O)CN(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0057,eligible,IC50,317.0,=,6.498940737782249,=,CHEM-4beade89cf303ec2,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5872006,CHEMBL5736732,28327604,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CCCN4C)C5)ncc3F)cc2n1C1CC1
ACT-0058,eligible,IC50,74.9,=,7.125518182300533,=,CHEM-980599e77847b143,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5972036,CHEMBL5736732,28327613,C#CCN1CCCC1CN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1
ACT-0059,eligible,IC50,567.0,=,6.246416941107094,=,CHEM-bbc0a80a26c1dad4,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5762588,CHEMBL5736732,28327640,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(C)(C)N)C5)ncc3F)cc2n1C1CC1
ACT-0060,eligible,IC50,35.5,=,7.449771646944906,=,CHEM-42ccfc2759857d0a,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5976517,CHEMBL5736732,28327649,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC#CCN(C)C)C5)ncc3F)cc2n1C(C)C
ACT-0061,eligible,IC50,647.0,=,6.189095719331299,=,CHEM-5add0f87a0f6fd3d,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL6007400,CHEMBL5736732,28327658,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0062,eligible,IC50,16.5,=,7.782516055786093,=,CHEM-7a18369f8edc1ef9,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5964401,CHEMBL5736732,28327676,CCC(CC)n1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc21
ACT-0063,eligible,IC50,17.4,=,7.7594507517174005,=,CHEM-e3af42197365733a,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL4462493,CHEMBL5736732,28327685,CCC(CC)n1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc21
ACT-0064,eligible,IC50,15.0,=,7.823908740944319,=,CHEM-9ee9efc733a2aa94,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5865665,CHEMBL5736732,28327694,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C(C)C1CC1
ACT-0065,eligible,IC50,135.0,=,6.8696662315049934,=,CHEM-74b72610476f43aa,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5925248,CHEMBL5736732,28327703,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1
ACT-0066,eligible,IC50,16.3,=,7.787812395596042,=,CHEM-4384d7b3b24a886e,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL4550287,CHEMBL5736732,28327712,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C(C)C1CC1
ACT-0067,eligible,IC50,10.3,=,7.987162775294828,=,CHEM-e1ed07c097bdd754,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5886747,CHEMBL5736732,28327721,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1(C)CC1
ACT-0068,eligible,IC50,16.3,=,7.787812395596042,=,CHEM-f617d757033dca51,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL4542247,CHEMBL5736732,28327730,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C1(C)CC1
ACT-0069,eligible,IC50,62.4,=,7.204815410317575,=,CHEM-0992dff5a582b21a,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5888813,CHEMBL5736732,28327739,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC[Si](C)(C)C)C5)ncc3F)cc2n1C(C)C
ACT-0070,eligible,IC50,28.5,=,7.54515513999149,=,CHEM-5233869dab2cecd6,CHEMBL5736732|IC50,"source-verified exact IC50 in declared historical assay; not current engagement; potential_duplicate flag retained, not proof of reingestion",CHEMBL5911327,CHEMBL5736732,28327748,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCCN(C)C)C5)ncc3F)cc2n1C(C)(C)C
