row_id,split,fold,chemical_group,scaffold,observed_pIC50,predicted_pIC50,training_median_pIC50,nearest_train_Tanimoto
ACT-0053,chemical_group,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCCN(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,5.826813731587726,6.416975633291123,7.4179366370882915,0.92
ACT-0055,chemical_group,1,C#CCN1CCC(N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCN(C2CCNC2)C3)n1,6.958607314841775,7.110323475584842,7.4179366370882915,0.717391304347826
ACT-0057,chemical_group,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CCCN4C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCN(CC2CCCN2)C3)n1,6.498940737782249,7.2588288339345395,7.4179366370882915,1.0
ACT-0059,chemical_group,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(C)(C)N)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.246416941107094,6.563915871421787,7.4179366370882915,0.8051948051948052
ACT-0061,chemical_group,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.189095719331299,6.727080088765971,7.4179366370882915,1.0
ACT-0063,chemical_group,1,CCC(CC)n1c(C)nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc21,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.7594507517174005,7.533158435312383,7.4179366370882915,0.868421052631579
ACT-0067,chemical_group,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1(C)CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.987162775294828,7.742701763243677,7.4179366370882915,0.782608695652174
ACT-0075,chemical_group,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C/C=N/O)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,8.220403508742175,7.718074067505924,7.4179366370882915,1.0
ACT-0078,chemical_group,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C1CCCCC1,c1cc(-c2ccc3ncn(C4CCCCC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.71669877129645,6.368688565837616,7.4179366370882915,0.9333333333333333
ACT-0083,chemical_group,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)C[C@@H](C)NC5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.512861624522813,7.610962715436457,7.4179366370882915,0.6875
ACT-0085,chemical_group,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)C[C@@H](C)NC5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.950781977329818,7.610962715436457,7.4179366370882915,0.6875
ACT-0102,chemical_group,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCP(C)(=O)CC4)C5)ncc3F)cc2n1C(C)(C)C,O=[PH]1CCN(CCN2CCc3nc(Nc4nccc(-c5ccc6nc[nH]c6c5)n4)ccc3C2)CC1,7.173925197299173,7.498816569598882,7.4179366370882915,0.8441558441558441
ACT-0103,chemical_group,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCO)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.315154638355588,7.46075799759023,7.4179366370882915,0.8846153846153846
ACT-0113,chemical_group,1,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.681936665037238,7.664351651418807,7.4179366370882915,0.875
ACT-0115,chemical_group,1,CCOP(=O)(OCC)N(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.931814138253838,7.22618109444651,7.4179366370882915,0.8470588235294118
ACT-0003,chemical_group,2,CNCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.528708288941061,7.637868705075741,7.402304814074488,0.868421052631579
ACT-0006,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.809668301829708,7.7199071518778055,7.402304814074488,0.8507462686567164
ACT-0016,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN4CCOCC4)C5)ncc3F)cc2n1C(C)C,O=C(CN1CCOCC1)N1CCc2nc(Nc3nccc(-c4ccc5nc[nH]c5c4)n3)ccc2C1,7.507239610973162,7.559007245227379,7.402304814074488,0.8765432098765432
ACT-0019,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C(C)(C)N(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.821023052706831,7.3714290892794905,7.402304814074488,0.8048780487804879
ACT-0033,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCN(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.913640169325252,6.452356929571453,7.402304814074488,0.8658536585365854
ACT-0042,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.154901959985743,6.508484921710339,7.402304814074488,0.9333333333333333
ACT-0043,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCC1,c1cc(-c2ccc3ncn(C4CCC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.531652669587842,6.77206509019517,7.402304814074488,0.9615384615384616
ACT-0051,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H]4CCCN4)C5)ncc3F)cc2n1C1CC1,O=C(C1CCCN1)N1CCc2nc(Nc3nccc(-c4ccc5ncn(C6CC6)c5c4)n3)ccc2C1,6.673664139071248,6.604307479696949,7.402304814074488,0.7441860465116279
ACT-0054,chemical_group,2,C#CCN(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.777283528852417,7.417679186925294,7.402304814074488,0.8481012658227848
ACT-0064,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C(C)C1CC1,c1cc(-c2ccc3ncn(CC4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.823908740944319,7.735878153394092,7.402304814074488,0.8428571428571429
ACT-0065,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.8696662315049934,6.255843762462874,7.402304814074488,1.0
ACT-0069,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC[Si](C)(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.204815410317575,7.673082958798119,7.402304814074488,0.8701298701298701
ACT-0070,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.54515513999149,7.339298099204345,7.402304814074488,0.918918918918919
ACT-0072,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.844663962534938,7.381947369039333,7.402304814074488,0.7682926829268293
ACT-0077,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN=C(N)N)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.173925197299173,7.652309656040218,7.402304814074488,0.8205128205128205
ACT-0082,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)P(C)(C)=O)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.8696662315049934,7.428847585376182,7.402304814074488,0.8481012658227848
ACT-0084,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C(N)=S)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.838631997765026,7.574984748557982,7.402304814074488,0.8780487804878049
ACT-0086,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)C[C@H](C)N(CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.347753658996677,7.415847951662018,7.402304814074488,0.7530864197530864
ACT-0091,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN=C(N)N)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.7121982700697735,7.652309656040218,7.402304814074488,0.8205128205128205
ACT-0092,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCNC(=N)N)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.106793246940152,7.563552492174952,7.402304814074488,0.8372093023255814
ACT-0099,chemical_group,2,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CC6)c5c4)n3)ccc2C1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.521433504406157,6.463106618180009,7.402304814074488,0.810126582278481
ACT-0100,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCOCC4)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCN(CCN2CCOCC2)C3)n1,7.368556230986828,7.468220180063658,7.402304814074488,0.8904109589041096
ACT-0108,chemical_group,2,CCOP(=O)(OCC)C1(O)CCN(CCN2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)(C)C)c6c5)n4)ccc3C2)C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCN(CCN2CCCC2)C3)n1,7.220403508742176,7.468885776852806,7.402304814074488,0.7244897959183674
ACT-0120,chemical_group,2,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(C)(C)N)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.7447274948966935,7.541671963769022,7.402304814074488,0.8493150684931506
ACT-0124,chemical_group,2,CC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.496209316942819,7.605873412515838,7.402304814074488,0.8513513513513513
ACT-0005,chemical_group,3,COCC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.542118103266008,7.629950895377561,7.318318129657737,0.881578947368421
ACT-0013,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(=O)O)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,8.13430394008393,7.497663618128348,7.318318129657737,0.868421052631579
ACT-0014,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CCCC1,c1cc(-c2ccc3ncn(C4CCCC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.892790030352131,7.2359790280922756,7.318318129657737,0.9393939393939394
ACT-0015,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN4CCN(C)CC4)C5)ncc3F)cc2n1C(C)C,O=C(CN1CCNCC1)N1CCc2nc(Nc3nccc(-c4ccc5nc[nH]c5c4)n3)ccc2C1,7.8297382846050425,7.586406147571536,7.318318129657737,0.8765432098765432
ACT-0018,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CC(C)(C)O)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.429457060118103,7.4347881572368095,7.318318129657737,0.8461538461538461
ACT-0026,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CCC(C)CC1,c1cc(-c2ccc3ncn(C4CCCCC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.057495893831919,6.7556342242685306,7.318318129657737,0.9487179487179487
ACT-0032,chemical_group,3,CNC1CC(C(=O)N2CCc3nc(Nc4ncc(F)c(-c5cc(F)c6nc(C)n(C(C)C)c6c5)n4)ccc3C2)C1,O=C(C1CCC1)N1CCc2nc(Nc3nccc(-c4ccc5nc[nH]c5c4)n3)ccc2C1,7.074172425375258,7.506064147580578,7.318318129657737,0.8846153846153846
ACT-0034,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)NCCN(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.266802734893431,7.433701473028928,7.318318129657737,0.8641975308641975
ACT-0046,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.548213564475709,7.31762172396151,7.318318129657737,1.0
ACT-0068,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)C5)ncc3F)cc2n1C1(C)CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.787812395596042,7.40854632963832,7.318318129657737,0.7848101265822784
ACT-0074,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CN(C)CCO4)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCN(CC2CNCCO2)C3)n1,7.987162775294828,7.648377876744772,7.318318129657737,1.0
ACT-0079,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)[C@H]5C)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.623423042943488,7.461768349749411,7.318318129657737,1.0
ACT-0081,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C)[C@H]5C)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.079354998593212,7.461768349749411,7.318318129657737,1.0
ACT-0093,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CC[Si](C)(C)C)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.600326278518962,7.283962673484811,7.318318129657737,0.8701298701298701
ACT-0094,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C(=S)n4ccnc4)C5)ncc3F)cc2n1C(C)C,S=C(NCCN1CCc2nc(Nc3nccc(-c4ccc5nc[nH]c5c4)n3)ccc2C1)n1ccnc1,6.8326826652518236,7.56329318980405,7.318318129657737,0.8
ACT-0101,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN4CCN(C)CC4)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCN(CCN2CCNCC2)C3)n1,7.402304814074488,7.4921801212379275,7.318318129657737,0.8904109589041096
ACT-0104,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.13608262304214,7.402951450487308,7.318318129657737,0.9324324324324325
ACT-0106,chemical_group,3,CC(=N)NCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.6777807052660805,7.534133237938772,7.318318129657737,0.8205128205128205
ACT-0110,chemical_group,3,CCOP(=O)(CCN(C)CCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)(C)C)c5c4)n3)ccc2C1)OCC,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.226945306635738,7.353938939167716,7.318318129657737,0.8409090909090909
ACT-0114,chemical_group,3,CNCCN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6(C)CC6)c5c4)n3)ccc2C1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.698970004336019,7.855478550367986,7.318318129657737,0.7721518987341772
ACT-0116,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(C)CN(C)C)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.298432014944073,7.507108485066259,7.318318129657737,0.7530864197530864
ACT-0118,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCS(C)(=O)=O)C5)ncc3F)cc2n1C(C)(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.882728704344236,7.494542257110206,7.318318129657737,0.8289473684210527
ACT-0119,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC=NO)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.853871964321762,7.98307543089264,7.318318129657737,1.0
ACT-0122,chemical_group,3,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.769551078621726,7.728984514708709,7.318318129657737,0.8428571428571429
ACT-0001,chemical_group,4,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc(CN3CCNCC3)cn2)n1,7.282329496997738,7.564222529610648,7.358154944991752,0.6049382716049383
ACT-0011,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN)C5)ncc3F)cc2n1C(C)C,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.429457060118103,7.670589559301874,7.358154944991752,0.88
ACT-0012,chemical_group,4,COC(=O)CN1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.4179366370882915,7.746941116764684,7.358154944991752,0.868421052631579
ACT-0021,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.517126416391246,6.819958720987718,7.358154944991752,0.9487179487179487
ACT-0023,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)C4CC(O)C4)C5)ncc3F)cc2n1C(C)C,O=C(C1CCC1)N1CCc2nc(Nc3nccc(-c4ccc5nc[nH]c5c4)n3)ccc2C1,7.690369832574101,7.320015088847964,7.358154944991752,0.8846153846153846
ACT-0024,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1CCC(C)CC1,c1cc(-c2ccc3ncn(C4CCCCC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.183758700008217,6.865359069199025,7.358154944991752,0.9402985074626866
ACT-0028,chemical_group,4,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(=O)N(C)C)C5)ncc3F)cc2n1C1CC1,c1cc(-c2ccc3ncn(C4CC4)c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,6.384049948343598,6.478338663013896,7.358154944991752,0.7901234567901234
ACT-0029,chemical_group,4,C=CC(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,c1cc(-c2ccc3nc[nH]c3c2)nc(Nc2ccc3c(n2)CCNC3)n1,7.490797477668897,7.702091997264418,7.358154944991752,0.84
